track_name,artist,year,views,is_hit,genre,listeners,playcount,tags,lyric_positivity,slang_count,primary_theme,bpm,energy,danceability,valence,acousticness,loudness,key,mode,spectral_flatness,zero_crossing_rate,mfcc_mean,spectral_contrast,poly_features,instrumentalness,liveness,speechiness,sub_genre
Oceano #266,Caetano Veloso,2024,4862,0,mpb,976786,2602285,"brazilian,pop,mpb,rnb",0.86,7,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Águas de Março #136,Gilberto Gil,2024,2923,0,mpb,640877,2016726,"brazilian,pop,mpb,rnb",0.66,0,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Construção #165,Gilberto Gil,2024,3113,0,mpb,752663,547443,"brazilian,pop,mpb,rnb",0.7,14,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Bom Mesmo É Estar Debaixo D'água #342,Luedji Luna,2024,4881,0,mpb,76044,2228985,"brazilian,pop,mpb,rnb",0.21,3,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Psiu #380,Liniker,2024,1870,0,mpb,762139,1449798,"brazilian,pop,mpb,rnb",0.87,5,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #47,Djavan,2024,3731,0,mpb,988269,3256969,"brazilian,pop,mpb,rnb",0.59,2,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Bom Mesmo É Estar Debaixo D'água #269,Luedji Luna,2024,3077,0,mpb,453746,4482259,"brazilian,pop,mpb,rnb",0.87,1,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Bom Mesmo É Estar Debaixo D'água #117,Luedji Luna,2024,1763,0,mpb,49080,993692,"brazilian,pop,mpb,rnb",0.16,6,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Aquele Abraço #439,Djavan,2024,1296,0,mpb,81681,1928423,"brazilian,pop,mpb,rnb",0.36,7,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Canto de Ossanha #325,Caetano Veloso,2024,3246,0,mpb,114693,1291584,"brazilian,pop,mpb,rnb",0.53,8,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Intimidade #151,Liniker,2024,3752,0,mpb,496310,1376312,"brazilian,pop,mpb,rnb",0.27,3,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Banho de Folhas #155,Luedji Luna,2024,2419,0,mpb,44493,356484,"brazilian,pop,mpb,rnb",0.21,8,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Canto de Ossanha #460,Caetano Veloso,2024,1133,0,mpb,140142,2114649,"brazilian,pop,mpb,rnb",0.55,3,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Oceano #354,Djavan,2024,2777,0,mpb,342149,148667,"brazilian,pop,mpb,rnb",0.3,15,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Aquele Abraço #382,Gilberto Gil,2024,4691,0,mpb,878188,1265820,"brazilian,pop,mpb,rnb",0.64,3,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Zero #256,Liniker,2024,2844,0,mpb,617346,538084,"brazilian,pop,mpb,rnb",0.43,9,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Garota de Ipanema #10,Djavan,2024,756,0,mpb,50089,4862716,"brazilian,pop,mpb,rnb",0.24,3,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Construção #320,Djavan,2024,4075,0,mpb,329574,2080202,"brazilian,pop,mpb,rnb",0.35,9,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Águas de Março #168,Caetano Veloso,2024,3793,0,mpb,102294,1949817,"brazilian,pop,mpb,rnb",0.8,5,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Águas de Março #9,Caetano Veloso,2024,2816,0,mpb,559407,275850,"brazilian,pop,mpb,rnb",0.6,11,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Águas de Março #277,Caetano Veloso,2024,328,0,mpb,550273,288746,"brazilian,pop,mpb,rnb",0.42,12,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Banho de Folhas #153,Luedji Luna,2024,1258,0,mpb,814870,892624,"brazilian,pop,mpb,rnb",0.43,0,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Canto de Ossanha #91,Caetano Veloso,2024,3133,0,mpb,165433,3979760,"brazilian,pop,mpb,rnb",0.36,8,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Aquele Abraço #106,Djavan,2024,3393,0,mpb,439728,2488409,"brazilian,pop,mpb,rnb",0.33,2,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Construção #332,Djavan,2024,2312,0,mpb,915164,929305,"brazilian,pop,mpb,rnb",0.31,5,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Águas de Março #110,Caetano Veloso,2024,999,0,mpb,520617,978043,"brazilian,pop,mpb,rnb",0.58,1,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Garota de Ipanema #278,Gilberto Gil,2024,4007,0,mpb,163298,512124,"brazilian,pop,mpb,rnb",0.5,5,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Intimidade #104,Liniker,2024,1387,0,mpb,885871,1550030,"brazilian,pop,mpb,rnb",0.42,8,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Oceano #1,Caetano Veloso,2024,1466,0,mpb,449377,563276,"brazilian,pop,mpb,rnb",0.37,1,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Garota de Ipanema #358,Caetano Veloso,2024,838,0,mpb,440687,2204977,"brazilian,pop,mpb,rnb",0.63,12,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Acalanto #82,Luedji Luna,2024,1807,0,mpb,682784,2664078,"brazilian,pop,mpb,rnb",0.8,13,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #442,Gilberto Gil,2024,840,0,mpb,702108,3988191,"brazilian,pop,mpb,rnb",0.2,2,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Baby 95 #184,Liniker,2024,197,0,mpb,775502,670831,"brazilian,pop,mpb,rnb",0.5,2,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Antes de Tudo #154,Liniker,2024,112,0,mpb,675856,852268,"brazilian,pop,mpb,rnb",0.41,4,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Baby 95 #274,Liniker,2024,3909,0,mpb,833637,1201411,"brazilian,pop,mpb,rnb",0.72,2,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #456,Gilberto Gil,2024,1221,0,mpb,910542,3652076,"brazilian,pop,mpb,rnb",0.8,15,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #453,Caetano Veloso,2024,1539,0,mpb,311546,623397,"brazilian,pop,mpb,rnb",0.74,7,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Águas de Março #188,Caetano Veloso,2024,3466,0,mpb,815112,3573783,"brazilian,pop,mpb,rnb",0.14,2,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Canto de Ossanha #369,Djavan,2024,1476,0,mpb,917251,1944679,"brazilian,pop,mpb,rnb",0.12,9,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Zero #141,Liniker,2024,687,0,mpb,698190,4689564,"brazilian,pop,mpb,rnb",0.14,13,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Águas de Março #128,Caetano Veloso,2024,2282,0,mpb,468710,4542352,"brazilian,pop,mpb,rnb",0.9,11,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #371,Gilberto Gil,2024,4963,0,mpb,42098,3886568,"brazilian,pop,mpb,rnb",0.29,4,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Oceano #405,Gilberto Gil,2024,453,0,mpb,285662,2716937,"brazilian,pop,mpb,rnb",0.19,0,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Canto de Ossanha #464,Caetano Veloso,2024,1059,0,mpb,781984,1449272,"brazilian,pop,mpb,rnb",0.75,10,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #358,Djavan,2024,4187,0,mpb,726221,2942235,"brazilian,pop,mpb,rnb",0.48,11,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Acalanto #42,Luedji Luna,2024,2273,0,mpb,978624,4829392,"brazilian,pop,mpb,rnb",0.48,4,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Águas de Março #128,Djavan,2024,4316,0,mpb,207048,1057374,"brazilian,pop,mpb,rnb",0.39,1,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Aquele Abraço #151,Caetano Veloso,2024,2274,0,mpb,222568,2779223,"brazilian,pop,mpb,rnb",0.77,0,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #55,Caetano Veloso,2024,2375,0,mpb,921497,2772013,"brazilian,pop,mpb,rnb",0.53,9,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Aquele Abraço #424,Djavan,2024,2310,0,mpb,481947,3562675,"brazilian,pop,mpb,rnb",0.4,14,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Canto de Ossanha #233,Gilberto Gil,2024,3010,0,mpb,264820,2948182,"brazilian,pop,mpb,rnb",0.75,10,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #455,Djavan,2024,1522,0,mpb,22913,4314671,"brazilian,pop,mpb,rnb",0.67,11,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #159,Djavan,2024,1128,0,mpb,326635,1793116,"brazilian,pop,mpb,rnb",0.84,6,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #272,Caetano Veloso,2024,519,0,mpb,755902,4938618,"brazilian,pop,mpb,rnb",0.85,1,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Ain't Got No #329,Luedji Luna,2024,2816,0,mpb,6396,2742201,"brazilian,pop,mpb,rnb",0.84,11,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #179,Caetano Veloso,2024,4979,0,mpb,568432,2672563,"brazilian,pop,mpb,rnb",0.76,13,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #103,Caetano Veloso,2024,80,0,mpb,388993,3110380,"brazilian,pop,mpb,rnb",0.11,7,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Baby 95 #199,Liniker,2024,4598,0,mpb,136378,533395,"brazilian,pop,mpb,rnb",0.89,13,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #147,Caetano Veloso,2024,3749,0,mpb,724848,1814818,"brazilian,pop,mpb,rnb",0.73,13,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Bom Mesmo É Estar Debaixo D'água #236,Luedji Luna,2024,4601,0,mpb,599486,1085999,"brazilian,pop,mpb,rnb",0.77,0,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #217,Djavan,2025,36362110,1,mpb,924549,2318831,"brazilian,pop,mpb,rnb",0.48,5,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Acalanto #402,Luedji Luna,2025,43714394,1,mpb,750562,4029331,"brazilian,pop,mpb,rnb",0.32,12,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Canto de Ossanha #409,Caetano Veloso,2025,25577217,1,mpb,582471,4642468,"brazilian,pop,mpb,rnb",0.63,12,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Águas de Março #421,Caetano Veloso,2025,4741591,1,mpb,975893,2588857,"brazilian,pop,mpb,rnb",0.78,11,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Ain't Got No #403,Luedji Luna,2025,42319896,1,mpb,742897,2086176,"brazilian,pop,mpb,rnb",0.14,10,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Canto de Ossanha #477,Gilberto Gil,2025,2382404,1,mpb,75325,1058660,"brazilian,pop,mpb,rnb",0.38,11,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Oceano #274,Djavan,2025,37731025,1,mpb,666683,1683378,"brazilian,pop,mpb,rnb",0.83,12,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #95,Gilberto Gil,2025,17656629,1,mpb,324843,916531,"brazilian,pop,mpb,rnb",0.47,13,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Bom Mesmo É Estar Debaixo D'água #316,Luedji Luna,2025,3908892,1,mpb,668392,1010704,"brazilian,pop,mpb,rnb",0.46,7,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Bom Mesmo É Estar Debaixo D'água #352,Luedji Luna,2025,1809,0,mpb,61340,4427556,"brazilian,pop,mpb,rnb",0.64,6,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Banho de Folhas #130,Luedji Luna,2025,3649,0,mpb,806489,2699323,"brazilian,pop,mpb,rnb",0.59,3,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Acalanto #499,Luedji Luna,2025,843,0,mpb,890167,4807436,"brazilian,pop,mpb,rnb",0.69,5,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Águas de Março #410,Djavan,2025,1495,0,mpb,161150,989461,"brazilian,pop,mpb,rnb",0.66,4,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #291,Gilberto Gil,2025,3990,0,mpb,322211,1821299,"brazilian,pop,mpb,rnb",0.4,8,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Banho de Folhas #494,Luedji Luna,2025,1843,0,mpb,30483,732553,"brazilian,pop,mpb,rnb",0.75,2,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Bom Mesmo É Estar Debaixo D'água #47,Luedji Luna,2025,4762,0,mpb,866859,3108891,"brazilian,pop,mpb,rnb",0.9,3,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #421,Caetano Veloso,2025,1541,0,mpb,729717,1684436,"brazilian,pop,mpb,rnb",0.36,3,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Aquele Abraço #58,Caetano Veloso,2025,3117,0,mpb,471811,3820124,"brazilian,pop,mpb,rnb",0.86,3,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #322,Djavan,2025,205,0,mpb,592206,4820549,"brazilian,pop,mpb,rnb",0.65,12,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Bom Mesmo É Estar Debaixo D'água #498,Luedji Luna,2025,1790,0,mpb,620626,4858740,"brazilian,pop,mpb,rnb",0.29,10,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Construção #317,Djavan,2025,697,0,mpb,835622,4902088,"brazilian,pop,mpb,rnb",0.13,2,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Oceano #166,Gilberto Gil,2025,1629,0,mpb,506165,1631434,"brazilian,pop,mpb,rnb",0.2,7,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Construção #497,Gilberto Gil,2025,1809,0,mpb,668824,1319049,"brazilian,pop,mpb,rnb",0.76,11,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #128,Caetano Veloso,2025,3020,0,mpb,461132,3413350,"brazilian,pop,mpb,rnb",0.76,4,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Ain't Got No #128,Luedji Luna,2025,3296,0,mpb,855775,596013,"brazilian,pop,mpb,rnb",0.45,7,cotidiano,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Aquele Abraço #466,Caetano Veloso,2025,2887,0,mpb,262612,2244588,"brazilian,pop,mpb,rnb",0.24,10,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Aquele Abraço #393,Caetano Veloso,2025,1176,0,mpb,563836,388371,"brazilian,pop,mpb,rnb",0.61,8,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Garota de Ipanema #57,Caetano Veloso,2025,3368,0,mpb,960215,1112944,"brazilian,pop,mpb,rnb",0.83,6,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #255,Djavan,2025,4317,0,mpb,890520,3130648,"brazilian,pop,mpb,rnb",0.18,10,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Banho de Folhas #284,Luedji Luna,2025,2001,0,mpb,403113,889970,"brazilian,pop,mpb,rnb",0.56,12,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Canto de Ossanha #107,Caetano Veloso,2025,839,0,mpb,524049,2502016,"brazilian,pop,mpb,rnb",0.66,0,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Oceano #350,Caetano Veloso,2025,500,0,mpb,132998,2692415,"brazilian,pop,mpb,rnb",0.29,1,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Oceano #173,Djavan,2025,2155,0,mpb,443252,4566557,"brazilian,pop,mpb,rnb",0.55,0,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Aquele Abraço #11,Djavan,2025,4897,0,mpb,518968,4893203,"brazilian,pop,mpb,rnb",0.56,15,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Zero #310,Liniker,2025,958,0,mpb,503533,706832,"brazilian,pop,mpb,rnb",0.29,11,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Oceano #281,Gilberto Gil,2025,3167,0,mpb,788403,1390777,"brazilian,pop,mpb,rnb",0.49,11,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Águas de Março #250,Caetano Veloso,2025,259,0,mpb,813797,4837514,"brazilian,pop,mpb,rnb",0.58,14,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Acalanto #342,Luedji Luna,2025,82,0,mpb,197013,3273328,"brazilian,pop,mpb,rnb",0.79,2,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Acalanto #464,Luedji Luna,2025,4785,0,mpb,554186,3054272,"brazilian,pop,mpb,rnb",0.84,15,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Baby 95 #23,Liniker,2025,4714,0,mpb,77279,2125345,"brazilian,pop,mpb,rnb",0.63,8,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Acalanto #403,Luedji Luna,2025,2064,0,mpb,798560,4506308,"brazilian,pop,mpb,rnb",0.88,4,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Construção #340,Djavan,2025,4374,0,mpb,992631,3208174,"brazilian,pop,mpb,rnb",0.34,8,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Baby 95 #40,Liniker,2025,4205,0,mpb,939170,3173060,"brazilian,pop,mpb,rnb",0.29,12,protesto,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Oceano #193,Gilberto Gil,2025,3153,0,mpb,342762,4521895,"brazilian,pop,mpb,rnb",0.62,8,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Aquele Abraço #169,Djavan,2025,4406,0,mpb,101733,1580188,"brazilian,pop,mpb,rnb",0.18,12,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Águas de Março #347,Gilberto Gil,2025,2762,0,mpb,109041,1581435,"brazilian,pop,mpb,rnb",0.56,12,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Aquele Abraço #256,Djavan,2025,1292,0,mpb,933916,2418089,"brazilian,pop,mpb,rnb",0.73,7,festa,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_3
Melhores Momentos #106,Liniker,2025,3452,0,mpb,100100,1719530,"brazilian,pop,mpb,rnb",0.69,13,romance,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
Canto de Ossanha #408,Djavan,2025,99,0,mpb,724512,3961521,"brazilian,pop,mpb,rnb",0.54,4,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_2
Oceano #35,Caetano Veloso,2025,1957,0,mpb,486396,3833625,"brazilian,pop,mpb,rnb",0.53,10,ostentação,100,0.4,0.5,0.5,0.7,-10,C,1,0.001,0.05,-10,20.0,0.1,0.05,0.1,0.1,mpb_1
